"id","company_name","date","rd_budget","buget_use_rate","capital","turnover","net_income","income_capital_ratio","income_per_capital","all_capital","debt","SH_equity","cost","EPS","outside_income","season","month","update_time"
"126670","6426 統新","2020","77309","13.91","555729","144973","159790","41.49","39.52","1534137","166440","1367697","250966","3.27","1.37","3","9","2022-03-31 22:20:41"
"14315","2702 華園","2004","0","0","336692","288272","18528","2.93","0.65","1282725","594695","688030","29892","0.13","6.71","4","12","2022-03-31 21:21:48"
"72021","2496 卓越","2014","373","1.11","33572","10714","15091","3.86","3.21","218006","114068","103938","37949","0.32","7.56","1","3","2022-03-31 21:51:55"
"84807","TEJN20 傳產 觀光餐飲","2015","0","0","76298424","23817080","5436968","16.46","18.74","111154215","42226312","68927903","47046674","1.5","0.99","3","9","2022-03-31 21:58:39"
"13721","4711 永純","2003","8017","0.34","2331766","138993","68258","11.18","11.97","1570347","759155","811192","2124515","0.99","0.21","4","12","2022-03-31 21:21:30"
"34692","910579 歐聖","2009","0","0","871586","209257","600632","23.02","23.02","5378925","476051","4902874","61697","0.3","0.01","1","3","2022-03-31 21:32:20"
"19581","4942 嘉彰","2005","0","0","870991","112919","29986","12.56","15.04","844953","539366","305587","728086","0.13","0.68","4","12","2022-03-31 21:24:29"
"7073","1458 嘉畜","2000","2221","0.06","3531050","547069","448687","7.94","17.7","10896366","6500822","4395544","3432668","1.77","15.61","4","12","2022-03-31 21:18:03"
"79998","1777 生泰","2015","5832","3.48","167505","20352","46658","15.52","15.39","1131265","181032","950233","100495","1.29","0.23","1","3","2022-03-31 21:56:06"
"108384","5523 豐謙","2018","0","0","677256","59078","96002","6.19","5.56","3272797","1587539","1685258","522176","0.55","1.44","2","6","2022-03-31 22:11:04"
"18280","1727 中華化","2005","12424","1.13","1102696","117545","77913","12.57","11.14","1149354","360880","788474","907238","0.93","0.8","4","12","2022-03-31 21:23:49"
"51490","5253 維鈦光","2011","7898","2.74","287941","27717","1416","0.53","0.96","563072","276311","286761","261640","0.15","0.4","2","6","2022-03-31 21:41:10"
"97185","8040 九暘","2017","49490","26.37","187675","73633","15767","1.91","2.3","883173","211565","671608","129809","0.23","1.72","1","3","2022-03-31 22:05:11"
"118399","6464 台數科","2019","3301","0.15","2190328","403534","576733","46.95","50.56","8758171","2437697","6320474","1210061","3.97","2.02","3","9","2022-03-31 22:16:18"
"35447","3564 其陽","2009","18517","13.28","139444","46373","12013","6.96","4.04","253695","53273","200422","105084","0.38","3.61","2","6","2022-03-31 21:32:43"
"92254","3339 泰谷","2016","29339","4.06","722056","77747","232081","24.13","39.32","1812748","1165020","647728","876390","3.93","20.24","3","9","2022-03-31 22:02:36"
"96144","6291 沛亨","2016","40804","17.54","232609","100465","16064","4.87","5.66","193547","154230","39317","148208","0.63","1.13","4","12","2022-03-31 22:04:38"
"6030","5491 連展","1999","30455","3.23","943640","184764","86540","33","31.62","733910","375264","358646","671436","2.82","0.38","4","12","2022-03-31 21:17:31"
"120403","7523 亞科國際","2019","0","0","1258","9732","8794","46.99","42.97","3278","2218","1060","320","4.46","59.7","4","12","2022-03-31 22:17:21"
"95902","6491 晶碩","2016","224587","13.53","1659336","603304","236863","39.48","39.14","1927417","701966","1225451","819169","3.11","0.12","4","12","2022-03-31 22:04:31"
"101751","9919 康那香","2017","29753","1.04","2865976","400671","90889","4.61","6.28","5650580","3027510","2623070","2374416","0.57","1.15","3","9","2022-03-31 22:07:35"
"24144","6259 百徽","2007","0","0","241555","58982","26088","6.3","5.39","555355","327946","227409","208661","0.68","1.56","2","6","2022-03-31 21:26:50"
"111790","2349 錸德","2018","180177","1.93","9358661","1579361","1031759","8.03","8.2","23694775","10487311","13207464","8811059","1.01","0.23","4","12","2022-03-31 22:12:51"
"110766","3354 律勝","2018","61320","12.37","495577","128555","48484","6.92","13.81","1578579","385260","1193319","318538","1.09","9.76","4","12","2022-03-31 22:12:19"
"5692","8025 豐島","1999","0","0","488843","66096","78282","43.98","58.33","590903","257259","333644","344465","8.27","5.23","4","12","2022-03-31 21:17:20"
"8721","3167 大量","2001","9987","2.87","348434","83185","56652","33.32","30.38","403434","186537","216897","208597","2.32","1.44","4","12","2022-03-31 21:18:54"
"15081","6608 慶鴻","2004","22506","1.64","1372167","229891","320639","104.1","106.14","1380838","435304","945534","820862","6.89","0.46","4","12","2022-03-31 21:22:11"
"112724","5269 祥碩","2018","497548","13.37","3722351","655084","1100294","183.27","190.62","3218246","889928","2328318","1966973","15.93","1.19","4","12","2022-03-31 22:13:19"
"88934","6702 興航","2016","0","0","3199097","387251","769639","12.15","8.46","23981485","17505902","6475583","3581485","0.69","7.31","1","3","2022-03-31 22:00:51"
"100472","2732 六角","2017","10880","0.61","1794420","802679","174699","50.27","45.02","1815702","724511","1091191","812253","3.6","1.02","3","9","2022-03-31 22:06:54"
"32494","2012 春雨","2008","0","0","8620400","1054597","494924","17.2","14.4","9840795","5802846","4037949","7070879","0.81","0.94","4","12","2022-03-31 21:31:11"
"48146","3481 群創","2011","2761457","2.18","126421504","7294345","13326929","18.22","19.43","722865471","472152515","250712956","132454088","1.89","0.7","1","3","2022-03-31 21:39:24"
"116383","6762 達亞","2019","13282","7.5","177038","32760","47411","25.71","25.88","443224","152437","290787","96867","2.29","0.17","2","6","2022-03-31 22:15:14"
"81176","6180 橘子","2015","22905","0.93","2449942","380314","54625","3.47","22.66","7810985","4902848","2908137","2015003","2.05","12.35","1","3","2022-03-31 21:56:43"
"62938","5007 三星","2012","25408","0.49","5224284","339059","552625","25.12","27.72","5838639","2142502","3696137","4332600","2.44","1.09","4","12","2022-03-31 21:47:11"
"69628","1805 寶徠","2013","2138","0.09","2472297","197441","188865","23.53","25.85","1785874","1011463","774411","2085991","2.66","0.75","4","12","2022-03-31 21:50:40"
"42088","6139 亞翔","2010","1753","0.13","1369877","90905","136169","7.23","7.21","10766412","3397845","7368567","1142803","0.56","0.03","1","3","2022-03-31 21:36:13"
"117135","6144 得利影","2019","0","0","211477","102974","41892","5.73","9.18","549941","132730","417211","150395","0.65","11.94","2","6","2022-03-31 22:15:38"
"34489","6194 育富","2009","561","0.15","379708","21865","27704","2.46","5.39","3948132","709040","3239092","330139","0.51","8.73","1","3","2022-03-31 21:32:13"
"43224","6608 慶鴻","2010","0","0","824672","144778","165372","40.73","43.05","2462087","657887","1804200","514522","2.87","1.14","2","6","2022-03-31 21:36:48"
"110322","5015 華祺","2018","21871","1.11","1962928","165279","270041","44.53","45.89","2106990","903082","1203908","1527608","3.97","0.42","3","9","2022-03-31 22:12:05"
"35225","3131 弘塑","2009","7274","2.87","253393","36406","45630","22.82","24.12","451543","176740","274803","171357","2.63","1.03","2","6","2022-03-31 21:32:36"
"52611","6274 台燿","2011","89698","1.06","8433794","667070","176615","7.55","9.72","10201304","5727722","4473582","7590109","0.75","0.6","3","9","2022-03-31 21:41:45"
"58920","4741 泓瀚","2012","18976","7.61","249383","56101","36653","17.64","17.35","507472","154775","352697","156629","1.59","0.24","2","6","2022-03-31 21:45:05"
"95361","TEJT02 電子 主機板","2016","19699733","4.91","400937042","62747304","22677493","31.54","37.9","362566323","130122023","232444300","315515284","3.07","1.14","4","12","2022-03-31 22:04:14"
"21007","4130 健亞","2006","12430","8.93","139225","46493","1341","0.16","0.44","773906","105336","668570","91391","0.05","1.66","2","6","2022-03-31 21:25:13"
"45955","2707 晶華","2010","0","0","5240750","1186613","984559","123.29","127.8","6081531","3124443","2957088","3069578","11.18","0.69","4","12","2022-03-31 21:38:14"
"94986","7543 富宸","2016","0","0","31866","6556","2575","25.75","25.68","19232","6494","12738","22735","2.13","0.02","4","12","2022-03-31 22:04:02"
"68469","4971 IETKY","2013","21860","4.98","438640","102225","91504","30.5","30.53","825143","48166","776977","244911","3.36","0.02","3","9","2022-03-31 21:50:04"
"72222","8404 百和興業KY","2014","34207","3.77","906523","159980","125947","5.64","5.95","5848445","1554331","4294114","620596","0.39","0.77","1","3","2022-03-31 21:52:01"
"30969","6133 金橋","2008","0","0","1518259","197538","85296","7.55","6.82","2182991","606866","1576125","1235425","0.52","0.54","3","9","2022-03-31 21:30:22"
"78499","7431 健康","2014","0","0","15304","10931","1932","18.23","16.73","11229","2534","8695","6305","1.68","1.04","4","12","2022-03-31 21:55:19"
"65432","5305 敦南","2013","338242","7.37","4590945","805992","204735","4.58","5.38","16752253","8521085","8231168","3580378","0.14","0.78","2","6","2022-03-31 21:48:28"
"44052","5301 寶得利","2010","7216","1.47","491723","37662","57047","12.61","17.44","973681","779671","194010","511108","1.79","4.44","2","6","2022-03-31 21:37:13"
"78198","2433 互盛電","2014","0","0","2373250","636935","401917","27.82","39.94","6901680","2993756","3907924","1334398","3.4","7.38","4","12","2022-03-31 21:55:09"
"93437","4433 興采","2016","26190","2.28","1150235","247502","37501","11.88","14.18","1365830","596525","769305","865232","1.04","0.63","3","9","2022-03-31 22:03:13"
"126267","1449 佳和","2020","48715","3.6","1353006","244890","179870","21.94","23.56","5996696","5016690","980006","1287986","2.41","0.98","3","9","2022-03-31 22:20:28"
"23967","2332 友訊","2007","662291","3.62","18308370","4818973","1560914","22.83","30.45","27590980","11254591","16336389","11928483","2.82","2.85","2","6","2022-03-31 21:26:44"
"10170","5704 老爺知","2001","0","0","348889","246995","58256","10.09","11.45","799768","82629","717139","43638","0.92","2.26","4","12","2022-03-31 21:19:39"
"74475","9946 三發地產","2014","0","0","507616","84477","36824","1.8","1.91","11501838","8269353","3232485","386315","0.12","0.45","2","6","2022-03-31 21:53:12"
"106728","2836 高雄銀","2018","0","0","2630779","1141731","0","0","1.45","273549602","259235182","14314420","0","0.21","0","2","6","2022-03-31 22:10:11"
"71347","3188 鑫龍騰","2014","9311","14.21","65528","23856","9255","2.04","0.28","334710","45765","288945","50927","0.03","12.16","1","3","2022-03-31 21:51:34"
"89227","5225 東科KY","2016","0","0","1427857","177830","10784","1.77","3.02","4592742","2926913","1665829","1239243","0.22","0.53","1","3","2022-03-31 22:01:00"
"54130","2450 神腦","2011","0","0","27529317","3063829","1503692","58.73","64.88","9284511","4131693","5152818","22961796","5.43","0.57","4","12","2022-03-31 21:42:33"
"22333","6508 惠光","2006","14252","0.96","1487006","182567","127044","20.83","21.04","1543090","455513","1087577","1177395","1.64","0.08","4","12","2022-03-31 21:25:53"
"6857","3149 正達","2000","313","0.23","137185","18171","38347","19.18","22.32","512499","210054","302445","157361","0.34","4.56","4","12","2022-03-31 21:17:56"
"33473","6112 聚碩","2008","21047","0.53","3989637","312524","98543","14.17","17.01","2439350","817161","1622189","3578570","1.37","0.49","4","12","2022-03-31 21:31:42"
"63266","6115 鎰勝","2012","80619","0.93","8693441","518588","774317","47.2","48.52","7452615","2978224","4474391","7400536","3.91","0.25","4","12","2022-03-31 21:47:21"
"82731","OTC23 OTC 電子類","2015","0","0","624381924","75472632","27683845","7.24","8.14","1397682188","616125209","781556979","521296713","0.57","0.55","2","6","2022-03-31 21:57:33"
"90007","4120 友華","2016","160710","6.21","2586272","921852","293925","33.88","36.73","6631195","2826234","3804961","1370495","2.87","0.96","2","6","2022-03-31 22:01:25"
"47557","4150 優你康","2010","11884","6.34","187555","96275","73427","26.41","26.88","524462","229563","294899","164707","3.1","0.7","4","12","2022-03-31 21:39:06"
"31883","3638 FIML","2008","225396","14.64","1539472","368283","410624","68.45","68.98","1008869","132117","876752","760565","30.37","0.21","4","12","2022-03-31 21:30:52"
"39186","1732 毛寶","2009","3179","0.48","664665","268848","40877","9.63","10.2","637148","141011","496137","354940","0.81","0.36","4","12","2022-03-31 21:34:44"
"53561","3613 碩達","2011","41471","0.52","8018244","183822","314397","52.4","40.67","2918485","1678626","1239859","7520025","4.05","0.88","4","12","2022-03-31 21:42:16"
"18421","1470 大統新創","2005","0","0","764357","60737","6718","0.78","0.1","892910","130425","762485","710338","0.01","0.99","4","12","2022-03-31 21:23:53"
"54783","8929 富堡","2011","3083","0.18","1668863","157256","102576","37.52","38.02","1027865","420472","607393","1409031","2.85","0.08","4","12","2022-03-31 21:42:54"
"48553","2361 鴻友","2011","24403","11.09","219966","89443","77271","10.66","7.79","925410","609282","316128","207794","0.77","9.48","1","3","2022-03-31 21:39:37"
"110345","5481 新華","2018","0","0","58619","71698","33214","3.51","34.04","1335690","35593","1300097","20135","3.18","606.49","3","9","2022-03-31 22:12:06"
"105914","TEJT13 電子 被動元件","2018","816714","2.04","40117975","5078927","8862885","22.52","21.3","258234991","116001529","142233462","26176163","1.9","1.2","1","3","2022-03-31 22:09:45"
"51425","6121 新普","2011","546126","2.54","21465332","1313327","1729347","61.71","67.64","31071339","17487527","13583812","18422658","5.74","0.77","2","6","2022-03-31 21:41:08"
"62045","2408 南亞科","2012","6192264","18.28","33882225","8268374","30555301","12.75","15.01","100995829","99191003","1804826","56169152","2.24","15.97","4","12","2022-03-31 21:46:43"
"26969","5345 天揚","2007","6534","0.82","798664","136964","84605","16.92","20.02","1587990","452025","1135965","746305","3.77","1.94","4","12","2022-03-31 21:28:16"
"122121","1232 大統益","2020","2034","0.05","4073683","195981","327369","20.46","21.34","6403681","1999185","4404496","3550333","1.66","0.34","1","3","2022-03-31 22:18:16"
"12049","5346 力晶","2002","1073589","8.41","12769749","2584742","1337949","4.99","6.09","68481190","39980492","28500698","11522956","0.6","2.29","4","12","2022-03-31 21:20:38"
"41423","8105 凌巨","2010","34532","1.23","2813445","147790","30003","0.73","0.88","13553192","4973166","8580026","2635652","0.09","0.21","1","3","2022-03-31 21:35:53"
"31550","3086 華義","2008","0","0","587033","216722","88497","14.68","1.44","739832","243232","496600","281814","0.09","13.6","4","12","2022-03-31 21:30:41"
"60770","6127 九豪","2012","29664","5.09","583001","119573","95080","11.18","14.11","2403014","1262169","1140845","558508","1.35","4.27","3","9","2022-03-31 21:46:03"
"118593","TEJN14 傳產 鋼鐵","2019","0","0","731897670","41072207","29856175","8.77","8.85","1402004162","725299927","676704235","660969479","0.71","0.04","3","9","2022-03-31 22:16:24"
"94181","4763 材料KY","2016","45229","2.85","1586120","175980","261311","56.22","68.62","1603657","235228","1368429","1148829","6.17","3.63","4","12","2022-03-31 22:03:36"
"123875","3711 日月光投控","2020","9446552","4.61","204905928","20475805","14489244","33.4","32.54","558592307","344656805","213935502","169940879","2.54","0.18","2","6","2022-03-31 22:19:13"
"68979","3437 榮創","2013","160545","2.45","6558767","527099","735624","56.59","57.91","4572783","2310771","2262012","5296044","5.29","0.26","4","12","2022-03-31 21:50:20"
"56537","M2330 資訊服務業指數","2012","0","0","11393762","2218767","543972","4.02","5.11","48120753","14441184","33679569","8631754","0.42","1.3","1","3","2022-03-31 21:43:49"
"30635","000930 華南永昌證券","2008","0","0","1504117","1243858","338188","4.17","3.85","16345667","5712604","10633063","0","0.15","1.71","3","9","2022-03-31 21:30:11"
"79918","3406 玉晶光","2015","265223","15.73","1686153","475971","484022","48.51","57.04","14157225","6658665","7498560","1694204","4.72","5.05","1","3","2022-03-31 21:56:03"
"67734","1231 聯華食","2013","49630","1.23","4019155","818468","188726","14.27","20.51","5145818","2728889","2416929","3011961","1.67","2.05","3","9","2022-03-31 21:49:40"
"92951","8210 勤誠","2016","131500","3.4","3871694","567223","573566","47.75","47.33","4662479","1961313","2701166","2730905","3.47","0.13","3","9","2022-03-31 22:02:58"
"43379","6278 台表科","2010","103273","0.54","19046098","467058","1517509","69.47","70.83","24593691","14738304","9855387","17061531","4.01","0.16","2","6","2022-03-31 21:36:53"
"86284","1464 得力","2015","157807","2.21","7127904","897610","429849","17.86","20.17","9158360","4876683","4281677","5817017","1.4","0.78","4","12","2022-03-31 21:59:27"
"71288","3050 鈺德","2014","1685","0.76","222462","55858","3388","0.18","0.73","3054077","614335","2439742","163216","0.08","4.71","1","3","2022-03-31 21:51:32"
"38007","OTC16 OTC 電纜類","2009","23457","2.89","811899","150358","72779","15.18","20.95","968472","360727","607745","588762","1.74","3.41","3","9","2022-03-31 21:34:06"
"98916","1454 台富","2017","2934","0.31","941293","65751","21972","1.57","1.08","2332937","720236","1612701","853318","0.1","0.72","2","6","2022-03-31 22:06:05"
"9069","2456 奇力新","2001","23437","2.32","1012263","129441","200262","22.18","28.17","1749753","498064","1251689","682560","2.89","5.35","4","12","2022-03-31 21:19:05"
"35452","3551 世禾","2009","2742","0.87","313576","55421","81990","21.07","20.51","1796143","508448","1287695","176165","1.37","0.7","2","6","2022-03-31 21:32:44"
"60550","4907 富宇","2012","0","0","4206","15707","16804","1.22","1.1","124083","19849","104234","5303","0.4","38.83","3","9","2022-03-31 21:45:56"
"37907","6215 和椿","2009","33077","3.97","833346","157192","20742","3.06","4.26","1483480","627824","855656","655412","0.38","0.98","3","9","2022-03-31 21:34:03"
"100403","3227 原相","2017","958545","25.3","3788994","1556404","535898","40.23","43.94","6921324","1287895","5633429","1696692","3.96","1.31","3","9","2022-03-31 22:06:52"
"12146","3024 憶聲","2003","63858","0.62","10315981","871297","922533","43.48","40.62","7620773","3799553","3821220","8522151","3.42","0.59","4","12","2022-03-31 21:20:41"
"39986","8930 青鋼","2009","7050","0.54","1303659","213133","52450","12.07","8.86","1358785","776610","582175","1038076","0.75","1.07","4","12","2022-03-31 21:35:08"
"31123","8049 晶采","2008","16626","1.65","1008298","153706","162059","22.29","25.57","1531088","840897","690191","1016651","2.63","2.36","3","9","2022-03-31 21:30:27"
"98348","3014 聯陽","2017","294943","19.88","1483563","519069","238370","14.77","13.94","5044754","1419598","3625156","726124","1.16","0.9","2","6","2022-03-31 22:05:47"
"74779","5328 華容","2014","0","0","605703","99503","10947","0.61","0.61","2425812","589900","1835912","495253","0.05","0.01","2","6","2022-03-31 21:53:21"
"99197","2377 微星","2017","1513709","3.17","47804238","4263754","2270089","26.87","29.69","45651436","20788908","24862528","41270395","2.4","0.5","2","6","2022-03-31 22:06:14"
"96393","2929 淘帝KY","2017","20515","1.89","1085153","220570","203861","29.01","30.95","5693615","1971160","3722455","660722","2.2","1.26","1","3","2022-03-31 22:04:46"
"21685","3522 御頂","2006","5839","0.57","1027189","84181","137274","44.28","40.92","883359","396585","486774","805734","3","1.02","4","12","2022-03-31 21:25:33"
"11641","8721 尚鋒","2002","35971","3.83","938739","115677","61372","11.78","42.73","1983020","2368324","385304","884434","4.27","17.17","4","12","2022-03-31 21:20:25"
"12147","3023 信邦","2003","63460","1.42","4455069","540005","418602","41.12","38.13","4804017","3277484","1526533","3496462","3.03","0.68","4","12","2022-03-31 21:20:41"
"5472","2308 台達電","1999","1851520","4.67","39668804","4563750","3549694","47.47","59.82","34549224","14292780","20256444","31553703","5.12","2.33","4","12","2022-03-31 21:17:14"
"71057","6474 華豫寧","2013","20147","1.16","1737051","263701","81179","24.52","24.76","1164538","597434","567104","1392171","2.01","0.05","4","12","2022-03-31 21:51:25"
"25216","2820 華票","2007","0","0","4374894","414731","0","0","7.05","174581180","155651867","18929313","0","0.59","0","4","12","2022-03-31 21:27:22"
"39666","8297 金橋電","2009","41636","1.58","2637712","342378","90222","13.67","7.01","2150183","1049559","1100624","2385556","0.57","1.67","4","12","2022-03-31 21:34:58"
"120496","6638 沅聖","2019","232578","3.04","7660870","809532","1027229","342.41","320.62","4674551","2419046","2255505","5824109","23.75","0.85","4","12","2022-03-31 22:17:24"
"8855","1713 國化","2001","1936","0.23","839451","74258","69754","4.62","5.55","2351319","356046","1995273","695439","0.45","1.67","4","12","2022-03-31 21:18:58"
"31035","6158 禾昌","2008","169401","4.34","3907131","609712","522857","46.22","47.42","5480016","2497101","2982915","2774562","3.35","0.35","3","9","2022-03-31 21:30:24"
"119451","3095 及成","2019","0","0","528051","94198","14323","1.31","0.84","957434","797982","159452","419530","0.18","0.97","4","12","2022-03-31 22:16:51"
"97318","6576 逸達","2017","127216","5022.35","2533","148444","146477","18.3","18.43","1016915","129053","887862","566","1.85","40.58","1","3","2022-03-31 22:05:15"
"108971","2816 旺旺保","2018","0","0","5847216","1447584","509120","23.91","26.19","17829028","13015799","4813229","0","2.5","0.83","3","9","2022-03-31 22:11:22"
"31856","3548 兆利","2008","149732","4.74","3156326","390150","130387","26.74","34.37","3633564","1581929","2051635","2635789","3.24","1.18","4","12","2022-03-31 21:30:51"
"106948","4415 台原藥","2018","1252","16.26","7699","17929","14029","3.83","3.64","27179","12713","14466","3799","0.38","9.07","2","6","2022-03-31 22:10:18"
"11125","2207 和泰車","2002","0","0","63591109","3482773","1537532","28.15","32.6","33128823","20917582","12211241","58570804","2.6","0.38","4","12","2022-03-31 21:20:09"
"62590","8349 恒耀","2012","4129","0.11","3759465","507247","214733","29.94","30.49","3128961","1881676","1247285","3037485","2.05","0.11","4","12","2022-03-31 21:47:00"
"44441","3588 通嘉","2010","96342","9.81","981594","157599","229940","54.09","53.23","1388927","281253","1107674","594055","5.23","0.38","3","9","2022-03-31 21:37:26"
"22017","1410 南染","2006","10850","1.94","560236","90705","7423","0.82","2.47","1666425","506750","1159675","476954","0","5.3","4","12","2022-03-31 21:25:44"
"40359","5852 元大銀","2009","0","0","6765870","4385583","0","0","4.01","365054300","341401648","23652652","0","0.21","0","4","12","2022-03-31 21:35:20"
"52096","1472 三洋紡","2011","0","0","1394261","63860","70386","11.83","10.04","1681320","1007541","673779","1260015","1.05","0.76","3","9","2022-03-31 21:41:29"
"75375","2640 大車隊","2014","0","0","1040731","290965","216802","51.48","52.46","2774621","1621310","1153311","532964","4.3","0.4","3","9","2022-03-31 21:53:40"
"83700","2536 宏普","2015","0","0","4303827","164196","1332448","40.04","39.3","19887874","8695725","11192149","2807183","3.68","0.57","3","9","2022-03-31 21:58:04"
"76952","5471 松翰","2014","578033","21.28","2716789","718350","446710","26.61","28.84","3788855","630362","3158493","1551729","2.5","1.38","3","9","2022-03-31 21:54:30"
"65400","5259 奕智博","2013","6026","1.33","452800","35013","2392","0.37","1.27","2407000","1419813","987187","420179","0.18","1.31","2","6","2022-03-31 21:48:27"
"56478","6270 倍微","2012","6236","0.8","777022","79809","35935","4.78","3.79","2737262","484156","2253106","733148","0.36","0.96","1","3","2022-03-31 21:43:47"
"73496","3519 綠能","2014","47833","0.66","7228599","316649","250540","6.6","9.38","24315150","14820952","9494198","7162490","1.06","1.46","2","6","2022-03-31 21:52:41"
"108466","4741 泓瀚","2018","23422","6.41","365367","69625","52220","15.9","17.64","1189897","288506","901391","243522","1.43","1.56","2","6","2022-03-31 22:11:06"
"50632","8271 宇瞻","2011","37024","0.78","4725701","335419","147660","11.14","11.82","2954118","1144523","1809595","4242622","0.92","0.19","2","6","2022-03-31 21:40:43"
"113362","3672 康聯訊","2019","15793","9.02","174993","51906","7931","2.39","1.58","695038","235461","459577","115156","0.01","1.53","1","3","2022-03-31 22:13:39"
"86952","9928 中視","2015","0","0","952840","193036","386722","29.14","22.29","4404641","3690001","714640","1146526","2.24","9.53","4","12","2022-03-31 21:59:48"
"88209","3312 弘憶股","2016","5539","0.24","2342203","80444","16680","1.54","0.68","3370253","2066366","1303887","2245079","0.1","0.4","1","3","2022-03-31 22:00:28"
"31726","2704 國賓","2008","0","0","2721761","864323","330850","9.02","10.45","10920368","3270291","7650077","1526588","0.84","1.93","4","12","2022-03-31 21:30:47"
"42094","6160 欣技","2010","29731","9.75","304797","108056","54438","7.67","7.87","1333435","333197","1000238","142303","0.53","0.46","1","3","2022-03-31 21:36:13"
"37771","2114 鑫永銓","2009","1371","0.15","926465","96149","120919","24.1","25.72","1910894","868491","1042403","709397","2.09","0.88","3","9","2022-03-31 21:33:58"
"76127","2351 順德","2014","169517","2.29","7387360","589242","709633","39.37","39.75","10175475","5535341","4640134","6088485","2.83","0.09","3","9","2022-03-31 21:54:04"
"54917","4995 晶達","2011","40380","7.3","553067","126964","58257","19.22","14.76","451130","79710","371420","367846","1.33","2.44","4","12","2022-03-31 21:42:59"
"56947","6123 上奇","2012","0","0","771667","134953","32056","6.64","7.28","1934640","1152071","782569","604658","0.64","0.4","1","3","2022-03-31 21:44:02"
"96614","3522 御頂","2017","1419","0.49","291787","96550","14589","2.25","3.25","1688290","452553","1235737","209826","0.3","2.24","1","3","2022-03-31 22:04:53"
"38438","6161 捷波","2009","39781","0.74","5375750","234323","123383","12.2","12.09","3020964","1600573","1420391","5018044","1.18","0.02","3","9","2022-03-31 21:34:20"
"55618","2850 新產","2012","0","0","2230933","512718","231439","7.32","7.33","24093550","17829762","6263788","0","0.63","0.01","1","3","2022-03-31 21:43:20"
"66452","1260 富味鄉","2013","4763","0.29","1660084","166891","141010","23.33","32.62","2864962","1306441","1558521","1352183","3.07","3.38","2","6","2022-03-31 21:49:00"
"123151","6203 海韻電","2020","14930","2.36","631477","71776","148905","18.62","18.56","2618622","775727","1842895","410796","1.42","0.08","1","3","2022-03-31 22:18:50"
"36405","TEJN20 傳產 觀光餐飲","2009","0","0","10550371","3937293","706420","2.88","2.96","62707317","23212382","39494935","5906658","0.21","0.19","2","6","2022-03-31 21:33:14"
"12898","2391 合勤","2003","525064","6.29","8345303","1625280","1384528","43.4","47.61","9363113","2205649","7157464","5335495","4.73","1.61","4","12","2022-03-31 21:21:04"
"105990","8427 基勝KY","2018","21485","0.79","2720780","329581","116642","11.19","9.61","6798914","2577468","4221446","2274557","0.43","0.6","1","3","2022-03-31 22:09:48"
"19344","3567 逸昌","2005","16538","7.62","216901","34376","15035","5.57","7.36","497139","192009","305130","167490","0.74","2.23","4","12","2022-03-31 21:24:21"
"40606","5410 國眾","2009","0","0","1636034","349981","74225","9.03","4.89","1643795","784939","858856","1211828","0.49","2.08","4","12","2022-03-31 21:35:27"
"31608","3051 力特","2008","295968","2.68","11033881","898030","1337917","26.4","57.25","17488579","13193369","4295210","11473768","7.44","14.17","4","12","2022-03-31 21:30:43"
"105964","8923 時報","2018","0","0","116795","45065","12262","4.04","4.03","738333","291706","446627","59468","0.45","0.03","1","3","2022-03-31 22:09:47"
"86891","7412 生態綠","2015","0","0","28244","20070","8297","51.86","50.93","17854","14622","3232","16471","5.09","0.52","4","12","2022-03-31 21:59:46"
"45482","3684 榮昌","2010","12933","3.63","356327","84529","21232","12.13","9.17","349267","136697","212570","250566","0.74","1.46","3","9","2022-03-31 21:37:59"
"56882","4533 協易機","2012","12730","1.69","752871","148523","29724","2.07","1.58","4180319","2129101","2051218","574624","0.1","0.94","1","3","2022-03-31 21:44:00"
"62607","8416 實威","2012","34720","6.25","555429","195872","143562","55.98","60.13","745670","141417","604253","215995","5.2","1.92","4","12","2022-03-31 21:47:00"
"78273","8029 久尹","2014","25846","1.44","1792067","173353","64481","9.58","8.64","1807315","835142","972173","1554233","0.51","0.36","4","12","2022-03-31 21:55:12"
"71574","4102 永日","2014","5712","9.63","59324","18191","26621","6.28","5.84","676395","63282","613113","67754","0.58","3.13","1","3","2022-03-31 21:51:41"
"83880","3703 欣陸","2015","0","0","16323593","890169","559682","6.34","4.31","56601301","34771931","21829370","14873742","0.33","1.1","3","9","2022-03-31 21:58:09"
"14115","3028 增你強","2004","41266","0.24","17204227","657643","659066","45.76","29.84","7385681","4873660","2512021","15890854","1.86","1.33","4","12","2022-03-31 21:21:42"
"108733","5903 全家","2018","0","0","34484850","12008872","761061","34.09","41.65","31799933","26932522","4867411","21714917","3.21","0.49","2","6","2022-03-31 22:11:15"
"80304","2103 台橡","2015","77235","1.14","6755875","518790","481859","5.84","3.31","31294053","13213458","18080595","5811391","0.24","3.09","1","3","2022-03-31 21:56:15"
"42575","3339 泰谷","2010","35589","3.22","1104383","144037","176584","7.89","8.28","5736040","2070052","3665988","783762","0.89","0.79","2","6","2022-03-31 21:36:28"
"115274","3049 和鑫","2019","16167","0.78","2074449","127389","621616","8.43","7.85","17896255","9681224","8215031","1325444","0.71","2.08","2","6","2022-03-31 22:14:39"
"11793","3536 誠創","2002","0","0","9353","78267","77476","23.48","23.22","336477","141981","194496","8562","2.32","9.16","4","12","2022-03-31 21:20:30"
