"id","company_name","date","rd_budget","buget_use_rate","capital","turnover","net_income","income_capital_ratio","income_per_capital","all_capital","debt","SH_equity","cost","EPS","outside_income","season","month","update_time"
"76664","4939 亞電","2014","67371","4.64","1452043","227178","95800","9.22","7.97","2976688","1516983","1459705","1129065","0.78","0.9","3","9","2022-03-31 21:54:21"
"57055","5471 松翰","2012","148478","19.23","771955","186681","148543","8.85","8.38","4002455","628192","3374263","436731","0.73","1.01","1","3","2022-03-31 21:44:06"
"65598","8438 昶昕","2013","4285","0.25","1686986","155312","50739","8.1","8.42","2610918","1420681","1190237","1582413","0.85","0.12","2","6","2022-03-31 21:48:34"
"9025","2348 海悅","2001","99408","1.74","5720186","777230","170380","3.97","39.56","6518418","5336744","1181674","4772576","4.11","32.68","4","12","2022-03-31 21:19:04"
"46681","2496 卓越","2010","13329","14.51","91886","52705","56164","15.54","15.49","223989","101656","122333","95345","1.55","0.21","4","12","2022-03-31 21:38:38"
"6479","3026 禾伸堂","2000","32420","0.86","3786116","188670","977659","174.04","174.97","3809562","1321325","2488237","2619787","14.72","0.14","4","12","2022-03-31 21:17:45"
"28094","3454 晶睿","2008","40645","13.65","297713","75095","29869","5.65","3.91","1224754","172817","1051937","192749","0.49","3.09","1","3","2022-03-31 21:28:50"
"113256","2926 誠品生活","2019","0","0","1293232","479716","134800","28.44","21.56","17846855","16387070","1459785","678716","1.64","2.52","1","3","2022-03-31 22:13:36"
"82302","2207 和泰車","2015","0","0","85510674","5707385","5675317","103.91","138.21","162800351","121419336","41381015","74065800","10.04","2.19","2","6","2022-03-31 21:57:19"
"85806","4752 聯超","2015","7892","0.26","3068220","159592","408812","53.36","57.36","2038962","757800","1281162","2499816","4.72","1","4","12","2022-03-31 21:59:11"
"60239","6414 樺漢","2012","59964","4.01","1495566","156705","125694","23.3","26.75","1308575","476455","832120","1213167","2.17","1.24","3","9","2022-03-31 21:45:46"
"30716","2302 麗正","2008","0","0","1416196","168267","15072","1.02","1.43","2785372","818800","1966572","1263001","0.14","0.43","3","9","2022-03-31 21:30:13"
"121916","3580 友威科","2020","6504","7.05","92250","30650","3841","0.97","0.79","997735","318386","679349","65441","0.08","0.79","1","3","2022-03-31 22:18:10"
"10382","2833 台壽","2002","0","0","45428197","1160654","1390351","39.6","40.05","104352765","97926883","6425882","0","4.02","0.03","4","12","2022-03-31 21:19:46"
"12134","3014 聯陽","2003","251594","14.51","1733703","444806","214506","19.68","17.9","1735411","365688","1369723","1074419","2.09","1.12","4","12","2022-03-31 21:20:40"
"80669","M9700 油電燃氣業指數","2015","0","0","167353855","3203118","1677110","1.46","1.83","498560167","219918244","278641923","162479777","0.16","0.25","1","3","2022-03-31 21:56:27"
"17131","8299 群聯","2005","65861","2.58","2551949","120714","217239","46.07","46.71","1847784","960396","887388","2213996","5.75","0.12","2","6","2022-03-31 21:23:14"
"76388","OTC14 OTC 紡織","2014","21044","0.23","9259211","656342","851363","23.38","26.2","12401124","4721662","7679462","7751506","2.06","1.11","3","9","2022-03-31 21:54:13"
"82507","8287 英格爾","2015","10798","0.14","7755650","126234","128347","9.33","6.34","5734484","2585114","3149370","7501069","0.41","0.53","2","6","2022-03-31 21:57:26"
"11545","8295 中強","2002","83838","1.14","7359596","865386","678435","12.06","24.88","5270321","8412191","3141870","7172302","2.51","9.8","4","12","2022-03-31 21:20:22"
"115560","3694 海華","2019","191980","5.65","3398736","404522","117414","7.79","9.19","4774997","3151320","1623677","3111628","0.92","0.62","2","6","2022-03-31 22:14:48"
"18951","M1721 化學工業指數","2005","0","0","161793860","14273334","9830131","16.77","22.28","209642457","83114318","126528139","137690395","1.79","2","4","12","2022-03-31 21:24:09"
"84201","1504 東元","2015","1067966","2.96","36123359","6358733","2851980","14.24","18.8","79207519","28972928","50234591","26914177","1.32","2.53","3","9","2022-03-31 21:58:20"
"34753","5007 三星","2009","5227","0.72","723766","57222","11103","0.5","0.39","5759301","2429491","3329810","677647","0.05","2.72","1","3","2022-03-31 21:32:22"
"64443","T3000 證券上市櫃及金控旗下","2013","0","0","11493218","0","2280450","1.54","2.09","595462317","368912499","226549818","0","0.2","7.1","1","3","2022-03-31 21:47:58"
"70577","8307 大台中","2013","0","0","583069","404852","1413842","32.73","13.75","6270611","3398145","2872466","1592059","1.14","140.62","4","12","2022-03-31 21:51:10"
"13521","8143 晶揚","2003","13066","0.59","2221575","87472","70782","5.77","6.85","1337376","702908","634468","2204885","1.7","0.59","4","12","2022-03-31 21:21:24"
"39648","8227 巨有科","2009","55823","22.87","244059","113649","37231","11.22","9.15","417477","109077","308400","167641","0.98","2.81","4","12","2022-03-31 21:34:58"
"80726","TEJN16 傳產 汽車","2015","1766177","1.24","142003170","14948592","8949027","9.9","12.88","710058042","374561495","335496547","118027681","1.09","1.9","1","3","2022-03-31 21:56:29"
"84815","TEJN12 傳產 玻璃陶瓷","2015","403945","0.94","43070775","6969807","1974608","5.65","9.22","133981185","65477589","68503596","38065267","1.02","2.89","3","9","2022-03-31 21:58:40"
"92776","2015 豐興","2016","30131","0.2","14930508","584488","1737940","29.88","30.92","18787034","2474000","16313034","12608080","2.54","0.41","3","9","2022-03-31 22:02:53"
"5241","1450 新藝","1999","0","0","1633611","189403","116464","4.13","5.81","5783277","2433379","3349898","1560378","0.5","2.91","4","12","2022-03-31 21:17:06"
"41275","2458 義隆","2010","218845","16.9","1294830","320930","158233","3.8","3.82","7198362","1153419","6044943","814466","0.35","0.05","1","3","2022-03-31 21:35:48"
"79070","4903 聯光通","2014","26169","1.4","1871669","196763","92870","10.52","10.65","1552743","504781","1047962","1582036","0.54","0.06","4","12","2022-03-31 21:55:37"
"71657","3232 昱捷","2014","0","0","157055","23134","11102","3.52","4.08","561668","206891","354777","122819","0.35","1.14","1","3","2022-03-31 21:51:44"
"52263","2454 聯發科","2011","15357360","23.91","64224717","19373822","9976749","90.7","100.81","125408416","24896237","100512179","34874146","9.81","1.73","3","9","2022-03-31 21:41:34"
"75177","5491 連展","2014","217673","4.85","4491537","758945","71648","3.31","0.84","9367743","6064747","3302996","3660944","0.23","2","2","6","2022-03-31 21:53:34"
"89236","4939 亞電","2016","16100","5.88","273981","76695","17455","1.78","3.45","2177015","950069","1226946","214741","0.33","6","1","3","2022-03-31 22:01:01"
"69863","2748 雲品","2013","0","0","627635","100086","158179","158179","143016","1779987","1036073","743914","369370","0","2.42","4","12","2022-03-31 21:50:47"
"126154","1776 展宇","2020","22203","2.27","977209","146290","47939","6.81","7.18","1838412","770063","1068349","782980","0.34","0.26","3","9","2022-03-31 22:20:25"
"45495","4103 百略","2010","112629","2.64","4264241","1011668","502321","41.1","39.17","4932546","2273386","2659160","2750252","3.09","0.55","3","9","2022-03-31 21:37:59"
"90854","8015 愛迪亞","2016","998","1.72","58043","20187","2273","0.83","1.55","353344","25589","327755","40129","0.15","11.21","2","6","2022-03-31 22:01:52"
"54815","8435 鉅邁","2011","16980","2.95","575738","189380","94068","37.83","41.18","651805","115577","536228","292290","3.44","1.45","4","12","2022-03-31 21:42:55"
"14855","2408 南亞科","2004","4309179","10.61","40603243","5792295","8299847","23.08","21.91","95108594","38390590","56718004","26511573","1.98","1.03","4","12","2022-03-31 21:22:04"
"41938","3622 洋華","2010","101246","2.75","3686952","336977","780101","58.65","58.13","11350242","3914196","7436046","2569874","4.17","0.19","1","3","2022-03-31 21:36:08"
"53080","6020 大展證","2011","0","0","38444","119535","171916","7.39","6.47","4724283","1457296","3266987","0","0.61","0","3","9","2022-03-31 21:42:00"
"22786","8354 冠好","2006","22581","1.37","1647332","215282","106471","21.98","24.08","1256254","474072","782182","1325579","2.05","0.62","4","12","2022-03-31 21:26:08"
"17770","2888 新光金","2005","0","0","44070098","22784789","0","0","18.72","1331213139","1262912354","68300785","0","1.74","0","4","12","2022-03-31 21:23:33"
"11485","OTC86 OTC 不含金融電子","2002","0","0","146445828","14032376","7561837","9","5.68","224662808","122109972","102552836","124753763","0.42","1.91","4","12","2022-03-31 21:20:20"
"46698","2528 皇普","2010","0","0","10189","28426","23190","2.32","6.67","1429260","493062","936198","4953","0.6","426.56","4","12","2022-03-31 21:38:39"
"118278","6776 展碁國際","2019","0","0","9547729","368775","89639","12.15","14.25","4126745","2734055","1392690","9089315","1.14","0.16","3","9","2022-03-31 22:16:14"
"79058","4972 湯石照明","2014","41009","3.49","1173986","236157","101867","27.75","33.41","1387296","290191","1097105","835962","2.76","1.77","4","12","2022-03-31 21:55:36"
"41847","4906 正文","2010","260193","6.35","4096806","442606","63870","2.3","5.88","15335601","7294151","8041450","3590330","0.54","2.44","1","3","2022-03-31 21:36:06"
"36949","5530 龍巖","2009","0","0","200647","22870","14616","0.48","0.47","3017840","1001136","2016704","192393","0.04","0.09","2","6","2022-03-31 21:33:32"
"51253","4127 天良","2011","10169","2.35","432471","287845","25644","5.6","7.1","1527975","834630","693345","170270","0.62","1.59","2","6","2022-03-31 21:41:03"
"28596","3475 富晶","2008","35269","9.25","381332","85724","29730","7.63","4","814790","309605","505185","265878","0.48","3.71","2","6","2022-03-31 21:29:06"
"72569","M1721 化學工業指數","2014","780376","1.08","72287591","5750806","2175629","2.7","3.24","355138800","155538233","199600567","64366725","0.25","0.6","1","3","2022-03-31 21:52:12"
"21866","1530 亞崴","2006","53861","1.63","3314298","471452","558589","86.06","89.03","2673555","1311293","1362262","2284257","6.79","0.58","4","12","2022-03-31 21:25:39"
"113913","2486 一詮","2019","13977","1.71","816539","115898","67531","3.34","3.32","6223556","2973492","3250064","768172","0.28","0.07","1","3","2022-03-31 22:13:56"
"112513","5529 志嘉","2018","0","0","199011","167109","125052","11.99","14.81","2606436","1907151","699285","156954","1.36","14.76","4","12","2022-03-31 22:13:13"
"83312","6158 禾昌","2015","81149","7.57","1072280","252463","109974","9.69","7.5","3972191","1342582","2629609","929791","0.77","2.32","2","6","2022-03-31 21:57:51"
"19738","3024 憶聲","2006","55639","1.18","4718147","448375","120509","3.22","3.56","9497298","3712410","5784888","4149263","0.21","0.27","2","6","2022-03-31 21:24:34"
"45212","O2330 OTC 資訊服務業","2010","0","0","49981150","13492351","5529483","30.28","32.52","64977196","21954763","43022433","30959316","2.83","0.82","3","9","2022-03-31 21:37:51"
"125295","5276 達輝KY","2020","2898","1.63","177578","39370","23481","5.94","4.54","573633","96060","477573","161689","0.58","3.13","2","6","2022-03-31 22:19:58"
"116920","4766 南寶","2019","217433","2.68","8099322","1450136","737983","61.21","67.9","18290024","7926507","10363517","5911203","4.53","1","2","6","2022-03-31 22:15:31"
"86113","1786 科妍","2015","24860","9.39","264842","115430","40147","7.5","8.74","1072752","124156","948596","109265","1.05","2.5","4","12","2022-03-31 21:59:21"
"6884","1528 恩德","2000","45329","1.63","2778683","543080","99211","13.8","18.21","2431178","1251632","1179546","2136392","1.51","1.14","4","12","2022-03-31 21:17:57"
"78847","8499 鼎炫KY","2014","74931","5.18","1446298","191147","411751","164.7","177.57","1781178","453399","1327779","843400","12.57","2.23","4","12","2022-03-31 21:55:30"
"63030","6179 亞通","2012","82289","29.2","281805","179194","101394","18.14","18.38","429030","72921","356109","204005","1.94","0.47","4","12","2022-03-31 21:47:14"
"60204","6238 勝麗","2012","0","0","932150","33460","16090","7.82","3.19","310854","246871","63983","882600","0.32","1.02","3","9","2022-03-31 21:45:45"
"39513","2035 唐榮","2009","1639","0.01","17987576","402852","460227","13.15","45.34","22889250","15305933","7583317","17124497","4.68","6.26","4","12","2022-03-31 21:34:53"
"114227","6615 慧智","2019","2384","1.95","122290","31440","15951","7.54","7.89","698351","188821","509530","74899","0.65","0.61","1","3","2022-03-31 22:14:06"
"35638","1568 倉佑","2009","16290","3.58","455388","95718","141717","17.36","19.72","3022583","1949279","1073304","501387","2.12","4.24","2","6","2022-03-31 21:32:49"
"16839","2114 鑫永銓","2005","370","0.06","658219","73056","88240","29.71","23.12","870409","449138","421271","496923","2.12","2.97","2","6","2022-03-31 21:23:05"
"67612","1513 中興電","2013","193121","2.66","7257187","951897","317373","6.61","9.21","14748811","7125638","7623173","5987917","0.73","1.72","3","9","2022-03-31 21:49:37"
"79005","5609 中菲行","2014","0","0","16983225","2077646","292159","22.65","22.31","4191441","2038919","2152522","14613420","1.66","0.03","4","12","2022-03-31 21:55:35"
"45680","5468 凱鈺","2010","68804","41.95","164018","122401","50938","6.43","4.89","566581","55735","510846","92555","0.49","7.44","3","9","2022-03-31 21:38:05"
"114293","O2328 OTC 電子零組件","2019","0","0","56015297","8334728","2488162","2.59","3.6","325979543","136036205","189943338","45212721","0.26","1.73","1","3","2022-03-31 22:14:08"
"85750","4172 因華","2015","106242","240.23","44225","152019","130888","24.55","23.56","425419","26454","398965","23094","2.36","11.94","4","12","2022-03-31 21:59:10"
"55774","3285 微端","2012","6063","2.04","296625","45703","11581","2.98","1.71","808196","253995","554201","239341","0.1","1.66","1","3","2022-03-31 21:43:25"
"57665","1594 日高","2012","0","0","279550","12370","5435","2.8","3.31","481118","250795","230323","261745","0.25","0.36","2","6","2022-03-31 21:44:25"
"105612","8080 永利聯合","2018","3","0.02","15359","307633","313471","48.99","48.24","744364","643070","101294","21197","4.82","31.12","1","3","2022-03-31 22:09:36"
"98226","3354 律勝","2017","24584","11.67","210623","54184","9942","1.42","4.35","1397937","309752","1088185","166381","0.39","9.74","2","6","2022-03-31 22:05:44"
"71755","1514 亞力","2014","21154","3.31","638535","88261","1188","0.06","0.99","4581994","1879211","2702783","549086","0.12","2.92","1","3","2022-03-31 21:51:47"
"85762","4194 禾生技","2015","146803","114.21","128541","247037","185145","30.55","29.27","433720","64328","369392","66649","2.93","6.03","4","12","2022-03-31 21:59:10"
"19280","4529 淳紳","2005","15450","2.33","664088","62841","21793","4.64","1.76","908537","326292","582245","579454","0.15","4.52","4","12","2022-03-31 21:24:19"
"76119","2355 敬鵬","2014","127682","0.81","15790629","935908","1244735","31.31","42.48","22850781","8762609","14088172","13609986","3.14","2.81","3","9","2022-03-31 21:54:04"
"53986","1217 愛之味","2011","42359","0.91","4643615","1564402","62003","1.25","0.82","11039106","5243598","5795508","3017210","0.02","0.46","4","12","2022-03-31 21:42:29"
"5212","1203 味王","1999","0","0","3609390","811087","24932","1.19","0.43","7495461","4585590","2909871","2823235","0.06","0.94","4","12","2022-03-31 21:17:06"
"57351","3050 鈺德","2012","8944","1.47","608614","202305","34407","1.59","1.9","3430915","950743","2480172","440716","0.24","1.12","2","6","2022-03-31 21:44:15"
"16775","2392 正崴","2005","224001","1.95","11474851","1354766","613329","20.96","27.73","18748048","10505358","8242690","9506756","2.08","1.73","2","6","2022-03-31 21:23:03"
"108919","3152 璟德","2018","76350","5.79","1319730","155693","664137","96.23","100.11","3632915","504836","3128079","499900","8.01","2.03","3","9","2022-03-31 22:11:21"
"89979","4157 太景*KY","2016","127022","191.15","66451","175204","115942","554.53","616.49","936480","141080","795400","7189","0.18","19.49","2","6","2022-03-31 22:01:24"
"89879","3002 歐格","2016","12475","6.07","205618","54940","12633","1.24","2.91","1639632","349920","1289712","138045","0.25","8.3","2","6","2022-03-31 22:01:21"
"77770","2035 唐榮","2014","9908","0.05","20760477","426425","455905","13.03","11.68","25267432","18059450","7207982","19878147","1","0.23","4","12","2022-03-31 21:54:56"
"70933","5233 有量","2013","25537","12.02","212373","80995","72721","15.9","15.1","355504","145974","209530","204099","1.67","1.74","4","12","2022-03-31 21:51:21"
"80409","8105 凌巨","2015","61219","2.41","2541583","229105","45447","1.03","0.97","11256080","4041445","7214635","2357925","0.1","0.1","1","3","2022-03-31 21:56:19"
"102591","4180 安成藥","2017","579963","71.91","806544","821841","501382","41.64","20.69","6405683","688778","5716905","486085","2.03","31.28","4","12","2022-03-31 22:08:01"
"101753","9924 福興","2017","127328","2.11","6022413","627178","622099","33.01","30.03","7252841","2246027","5006814","4773136","2.26","0.93","3","9","2022-03-31 22:07:35"
"58094","2013 中鋼構","2012","0","0","9511228","171259","257765","12.89","17.77","15106798","10984453","4122345","9082204","1.36","1.03","2","6","2022-03-31 21:44:38"
"34515","6283 淳安","2009","1344","0.43","313698","59868","4174","0.47","0.96","2229050","727395","1501655","258004","0.07","4.05","1","3","2022-03-31 21:32:14"
"109128","4190 佐登KY","2018","22704","1","2272465","1230789","512100","83.83","86.22","5090782","3413370","1677412","529576","6.58","0.64","3","9","2022-03-31 22:11:27"
"115780","1231 聯華食","2019","43667","1.05","4149226","636641","213613","12.23","14.89","7391655","4046610","3345045","3298972","1.22","1.12","2","6","2022-03-31 22:14:55"
"93518","4706 大恭","2016","33855","2.67","1267399","155809","153191","19.38","19.4","1670742","293628","1377114","958399","1.57","0.01","3","9","2022-03-31 22:03:16"
"97624","5201 凱衛","2017","12402","32.44","38230","29504","14422","4.7","5.31","379054","71482","307572","23148","0.45","4.85","1","3","2022-03-31 22:05:25"
"83787","3588 通嘉","2015","138408","17.89","773832","213960","72349","15.6","20.52","1446997","246041","1200956","487523","1.71","2.95","3","9","2022-03-31 21:58:06"
"42869","1215 卜蜂","2010","0","0","7653669","506339","173900","7.49","9.56","6248559","2461623","3786936","6973430","0.67","0.63","2","6","2022-03-31 21:36:37"
"54986","5275 誠加","2011","7702","9.23","83468","37041","3239","3.08","5.85","161483","61278","100205","43188","1.11","3.48","4","12","2022-03-31 21:43:01"
"9167","2323 中環","2001","196272","0.98","19957881","2116437","3635272","16.73","14.45","67108407","27302707","39805700","14214699","1.55","2.48","4","12","2022-03-31 21:19:08"
"45606","5871 中租KY","2010","0","0","9360015","2444708","2259244","32.69","37.73","85975255","72879672","13095583","4656063","1.97","3.72","3","9","2022-03-31 21:38:03"
"58563","TEJN09 傳產 西藥","2012","1315275","6.67","19729571","7521355","1470814","5.43","7.25","74093408","24662383","49431025","10730879","0.56","2.5","2","6","2022-03-31 21:44:53"
"54734","TEJN12 傳產 玻璃陶瓷","2011","291206","0.55","53321185","8103632","1734118","5.23","14.56","115666352","43978039","71688313","43483435","1.16","5.8","4","12","2022-03-31 21:42:52"
"39170","1714 和桐","2009","0","0","35000201","1172881","1274082","19.97","20.69","22261055","12153646","10107409","32553238","1.75","0.13","4","12","2022-03-31 21:34:43"
"88418","1314 中石化","2016","46024","0.87","5310386","302406","758027","3.27","3.07","75590958","23143383","52447575","5766122","0.31","0.88","1","3","2022-03-31 22:00:35"
"28592","3504 揚明光","2008","196935","6","3279731","448930","394749","36.78","35.7","4252206","2360382","1891824","2436052","3.18","0.35","2","6","2022-03-31 21:29:06"
"19533","6101 寬魚國際","2005","5226","0.31","1686736","149680","90384","10.71","12.31","1695666","999417","696249","1627440","1.45","0.8","4","12","2022-03-31 21:24:27"
"46388","1813 寶利徠","2010","4733","1.11","426636","56419","93894","22.84","17.28","1174990","522373","652617","276032","1.38","5.36","4","12","2022-03-31 21:38:28"
"17203","8087 華鎂鑫","2005","0","0","199348","23296","11930","3.25","4.07","1333100","777847","555253","187982","0.27","1.52","2","6","2022-03-31 21:23:16"
"102059","6163 華電網","2017","11401","0.42","2703909","517651","78160","7.55","8.52","3246026","1875702","1370324","2108098","0.69","0.37","3","9","2022-03-31 22:07:44"
"54142","2613 中櫃","2011","0","0","2534538","103819","124255","13.96","11.69","5597008","3157332","2439676","2306464","1.51","0.8","4","12","2022-03-31 21:42:34"
"118587","T2810 銀行上市櫃及金控旗下","2019","0","0","655700039","263299682","0","0","16.11","38013595850","35123405791","2890190059","0","1.37","0","3","9","2022-03-31 22:16:24"
"117956","1506 正道","2019","55681","5.98","931230","265027","175772","14.31","15.64","2979572","1924595","1054977","841975","1.37","1.75","3","9","2022-03-31 22:16:03"
"57609","3557 嘉威","2012","14721","2.62","562620","80843","88036","8.04","8.97","2336732","848502","1488230","571765","0.72","1.79","2","6","2022-03-31 21:44:23"
"70979","6288 聯嘉","2013","66868","3.89","1718185","305598","62476","4.85","4.96","2527101","1102987","1424114","1350111","0.35","0.08","4","12","2022-03-31 21:51:22"
"55369","5831 新壽","2011","0","0","287524208","12474585","2314835","4.24","5.29","1552657415","1506886198","45771217","0","0.45","0.2","4","12","2022-03-31 21:43:13"
"11900","6107 華美","2002","55731","4.92","1131739","280064","125945","22.89","18.3","971659","432019","539640","977620","1.69","2.23","4","12","2022-03-31 21:20:33"
"103189","2467 志聖","2017","248691","4.97","5002589","1091265","566823","35.71","32.37","5917694","3539264","2378430","3344501","2.7","1.06","4","12","2022-03-31 22:08:20"
"99890","5387 茂德","2017","27763","5.38","516494","86024","19984","0.08","0.09","165810","51588958","51423148","450454","0.01","0.42","2","6","2022-03-31 22:06:36"
"68672","4506 崇友","2013","18091","0.78","2333140","338294","295821","15.04","17.13","5508237","2253490","3254747","1699025","1.46","1.76","3","9","2022-03-31 21:50:10"
"36855","6168 宏齊","2009","30710","2.71","1132018","150668","11455","0.62","0.79","3553232","897497","2655735","969895","0.06","0.27","2","6","2022-03-31 21:33:29"
"42604","3287 廣寰科","2010","26605","5.08","524094","131693","77291","17.73","18.68","829378","263533","565845","315110","1.54","0.79","2","6","2022-03-31 21:36:29"
"111739","2607 榮運","2018","0","0","7742438","265614","974198","9.13","10.22","33219084","10688407","22530677","6502626","0.81","1.5","4","12","2022-03-31 22:12:49"
"61711","000116 日盛證券","2012","0","0","3615330","2750021","472446","4.08","7.74","48722529","28247835","20474694","0","0.61","11.72","4","12","2022-03-31 21:46:32"
"92023","2719 燦星旅","2016","0","0","2060304","301534","32558","8.97","7.43","846969","403873","443096","1791328","0.74","0.27","3","9","2022-03-31 22:02:29"
"54014","1522 堤維西","2011","242601","1.71","14206994","2022544","272686","8.73","6.88","16341377","10522010","5819367","11897484","0.15","0.41","4","12","2022-03-31 21:42:30"
"89805","3324 雙鴻","2016","96486","3.45","2794018","303829","318771","44.7","41.62","3709798","2144669","1565129","2171418","3.3","0.79","2","6","2022-03-31 22:01:19"
"89835","2924 東凌KY","2016","5995","1.11","540222","342786","15304","4.5","1.81","1314832","523142","791690","182132","0.01","1.69","2","6","2022-03-31 22:01:20"
